stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest_y,discontinuedOperations
UPS,2017-12-31,3934000000.0,404000000.0,20306000000.0,10516000000.0,-4842000000.0,85000000.0,15718000000.0,22118000000.0,-4830000000.0,266000000.0,12886000000.0,3320000000.0,1817000000.0,-4867000000.0,3872000000.0,11358000000.0,5852000000.0,728000000.0,9000000.0,45574000000.0,844000000.0,33027000.0,994000000.0,44550000000.0,172563000.0,1964000000.0,749000000.0,808000000.0,30000000.0,-5227000000.0,-4258000000.0,-203000000.0,-1022000000.0,-1938000.0,-2771000000.0,1000000.0,2282000000.0,1479000000.0,53000000.0,-1813000000.0,-152000000.0,4905000000,-1027000000.0,3287000000.0,7827000000.0,-4971000000.0,599000000,247000000.0,360000000.0,4905000000.0,4905000000.0,608000000,52719000000,60056000000,66585000000,2232000000,-453000000.0,6529000000,6529000000,13866000000,26529000.0,4905000000,7137000000.0,2906000.0,5055000000.0,30000000.0,-407098.0
UPS,2016-12-31,3042000000.0,342000000.0,12422000000.0,8328000000.0,-5110000000.0,179000000.0,13849000000.0,18800000000.0,-4438000000.0,591000000.0,11730000000.0,3476000000.0,2034000000.0,-4483000000.0,3757000000.0,15796000000.0,4879000000.0,612000000.0,9000000.0,40377000000.0,1185000000.0,33027000.0,405000000.0,39948000000.0,172563000.0,1758000000.0,1091000000.0,432000000.0,24000000.0,-2965000000.0,1521000000.0,-98000000.0,-704000000.0,-1938000.0,-2643000000.0,-59000000.0,2224000000.0,6473000000.0,-21000000.0,-2678000000.0,749000000.0,3422000000,-450000000.0,-3140000000.0,2034000000.0,-2563000000.0,460000000,245000000.0,911000000.0,3422000000.0,3422000000.0,229000000,49902000000,56745000000,61610000000,1699000000,-381000000.0,4865000000,4865000000,11708000000,26529000.0,3422000000,5121000000.0,2906000.0,4619000000.0,24000000.0,-407098.0
PRAH,2019-12-31,55293000.0,342000000.0,1140178000.0,661156000.0,-1051342000.0,179000000.0,985567000.0,367059000.0,-160108000.0,10282000.0,1017209000.0,236232000.0,50471000.0,-160108000.0,1502756000.0,124682000.0,243282000.0,38000.0,635000.0,3544430000.0,549697000.0,3377000.0,1089991000.0,2454439000.0,1006182000.0,638577000.0,1091000000.0,432000000.0,24000000.0,-74294000.0,24280000.0,-8679000.0,-89304000.0,-1938000.0,-2643000000.0,667000.0,114898000.0,253567000.0,1884000.0,-300114000.0,91561000.0,243020000,-96909000.0,-90707000.0,172267000.0,-73183000.0,86797000,45819000.0,418000.0,243020000.0,243119000.0,-60891000,1539541000,2699444000,3066262000,62808000,-45814000.0,366818000,366818000,1526721000,394925000.0,243020000,305927000.0,2906000.0,650080000.0,24000000.0,-407098.0
PRAH,2018-12-31,43734000.0,342000000.0,1082384000.0,571041000.0,-1154178000.0,179000000.0,782355000.0,154764000.0,-170659000.0,8954000.0,898874000.0,144221000.0,46822000.0,-170659000.0,1494762000.0,153789000.0,254500000.0,488000.0,654000.0,3186467000.0,611663000.0,1373000.0,1045030000.0,2135047000.0,960535000.0,704446000.0,1091000000.0,432000000.0,24000000.0,-55880000.0,81470000.0,-79663000.0,-17017000.0,-1938000.0,-2643000000.0,181000.0,112247000.0,329792000.0,-2988000.0,-5337000.0,-48181000.0,153905000,-53960000.0,-319512000.0,-265894000.0,-55473000.0,45795000,31382000.0,183000.0,153905000.0,154458000.0,-94786000,1500226000,2555446000,2871922000,67232000,-50922000.0,316476000,316476000,1371696000,371795000.0,153905000,221690000.0,2906000.0,570405000.0,24000000.0,-407098.0
PRAH,2017-12-31,64635000.0,342000000.0,1225397000.0,628554000.0,-1365489000.0,179000000.0,877024000.0,143070000.0,-136470000.0,8939000.0,971616000.0,192229000.0,41285000.0,-136470000.0,1512424000.0,224552000.0,161182000.0,661000.0,636000.0,3358046000.0,642100000.0,1844000.0,930771000.0,2421565000.0,905423000.0,783836000.0,1091000000.0,432000000.0,24000000.0,-61318000.0,79735000.0,-16214000.0,-136330000.0,-1938000.0,-2643000000.0,-874000.0,78227000.0,220408000.0,3555000.0,-5337000.0,43552000.0,86927000,1762000.0,507009000.0,515987000.0,-687420000.0,97339000,7236000.0,183000.0,86927000.0,87293000.0,-186228000,1283868000,1998491000,2259389000,-12623000,-39874000.0,260898000,260898000,975521000,320087000.0,86927000,74670000.0,2906000.0,311015000.0,24000000.0,-407098.0
PRAH,2016-12-31,51335000.0,342000000.0,797052000.0,440032000.0,-716704000.0,179000000.0,624737000.0,87577000.0,-224686000.0,6568000.0,564199000.0,144623000.0,31837000.0,-224686000.0,971980000.0,99888000.0,74255000.0,4715000.0,616000.0,2190391000.0,391838000.0,1762000.0,729252000.0,1461139000.0,879067000.0,473976000.0,1091000000.0,432000000.0,24000000.0,-33143000.0,53404000.0,-24691000.0,-31313000.0,-1938000.0,-2643000000.0,-913000.0,69506000.0,160047000.0,-625000.0,-5337000.0,23213000.0,68175000,-10071000.0,-101595000.0,-77559000.0,-34614000.0,-1395000,655000.0,3700000.0,68175000.0,68175000.0,-69101000,1032688000,1645941000,1811711000,28494000,-48992000.0,165770000,165770000,779023000,269893000.0,68175000,96669000.0,2906000.0,231688000.0,24000000.0,-407098.0
ATSG,2019-12-31,141094000.0,57720000.0,1469677000.0,162870000.0,-67312000.0,10900000.0,266791000.0,1810322000.0,-61866000.0,6568000.0,263239000.0,35601000.0,204511000.0,-61866000.0,395974000.0,596586000.0,45895000.0,4715000.0,593000.0,2820178000.0,17566000.0,1762000.0,460342000.0,2359836000.0,475720000.0,131680000.0,1091000000.0,14707000.0,24000000.0,-453502000.0,62927000.0,-1081000.0,-14551000.0,-6493000.0,-2643000000.0,-913000.0,268175000.0,396938000.0,-625000.0,-2438000.0,-13121000.0,61202000,3714000.0,56999000.0,60518000.0,-467058000.0,4786000,655000.0,3700000.0,61202000.0,59983000.0,-96394000,859372000,1284217000,1452183000,11589000,-76644000.0,167966000,167966000,592811000,98335000.0,61202000,71572000.0,2906000.0,68978000.0,24000000.0,1219000.0
ATSG,2018-12-31,109843000.0,52144000.0,1371598000.0,147755000.0,-98921000.0,12500000.0,259221000.0,1555005000.0,-91362000.0,6568000.0,229134000.0,54022000.0,108500000.0,-91362000.0,390745000.0,433415000.0,56051000.0,4715000.0,591000.0,2470585000.0,19082000.0,1762000.0,436438000.0,2034147000.0,471158000.0,144614000.0,1091000000.0,29654000.0,24000000.0,-292915000.0,30971000.0,-9953000.0,25380000.0,-3273000.0,-2643000000.0,-913000.0,187655000.0,298025000.0,-625000.0,-5906000.0,26623000.0,69285000,-35797000.0,870501000.0,886360000.0,-1141903000.0,6900000,655000.0,3700000.0,69285000.0,67883000.0,-36984000,514826000,767883000,892345000,19595000,-28807000.0,124462000,124462000,377519000,40555000.0,69285000,87478000.0,2906000.0,33607000.0,24000000.0,1402000.0
ATSG,2017-12-31,99728000.0,42690000.0,551605000.0,109114000.0,350702000.0,12700000.0,184503000.0,1159962000.0,-63020000.0,6568000.0,184672000.0,32699000.0,147102000.0,-63020000.0,37279000.0,417288000.0,-13748000.0,4715000.0,591000.0,1548844000.0,15850000.0,1762000.0,395279000.0,1153565000.0,471456000.0,7298000.0,1091000000.0,18512000.0,24000000.0,-296939000.0,76718000.0,-25482000.0,-31313000.0,-4107000.0,-2643000000.0,-913000.0,156765000.0,234992000.0,-625000.0,-14098000.0,16341000.0,18495000,-11721000.0,79724000.0,119304000.0,-298375000.0,16169000,655000.0,3700000.0,18495000.0,21740000.0,-99831000,756357000,974905000,1068200000,-28276000,-15623000.0,93295000,93295000,311843000,32210000.0,18495000,-6536000.0,2906000.0,31782000.0,24000000.0,-3245000.0
ATSG,2016-12-31,60704000.0,39048000.0,429415000.0,77247000.0,286316000.0,9900000.0,132653000.0,1000992000.0,-79866000.0,6568000.0,155785000.0,16358000.0,70199000.0,-79866000.0,37133000.0,342228000.0,-32243000.0,4715000.0,595000.0,1259330000.0,18407000.0,1762000.0,331902000.0,927428000.0,443416000.0,8453000.0,1091000000.0,29383000.0,24000000.0,-264477000.0,46611000.0,-25482000.0,-9597000.0,-5269000.0,-2643000000.0,-913000.0,140002000.0,193092000.0,-625000.0,-65870000.0,-1339000.0,23488000,-4530000.0,75061000.0,140931000.0,-269492000.0,2387000,655000.0,3700000.0,23488000.0,21060000.0,-30494000,520495000,703922000,768870000,13394000,-10318000.0,64948000,64948000,248375000,24504000.0,23488000,34454000.0,2906000.0,23427000.0,24000000.0,2428000.0
OOMA,2020-01-31,8499000.0,8369000.0,429415000.0,6044000.0,17333000.0,9900000.0,48016000.0,13327000.0,14000.0,6568000.0,46872000.0,11680000.0,8186000.0,14000.0,4264000.0,174000.0,-124596000.0,4800000.0,4000.0,80611000.0,15797000.0,1762000.0,28415000.0,52196000.0,152993000.0,6818000.0,14384000.0,29383000.0,24000000.0,-3273000.0,16070000.0,-420000.0,135000.0,407000.0,-2643000000.0,-913000.0,3575000.0,-7564000.0,-625000.0,-1523000.0,-3690000.0,-18801000,-4965000.0,1008000.0,140931000.0,2866000.0,-3985000,2951000.0,13212000.0,-18801000.0,-18801000.0,-3211000,59930000,167313000,151593000,-130000,-10318000.0,-15720000,-15720000,91663000,70241000.0,-18801000,-18931000.0,37142000.0,23427000.0,24000000.0,2428000.0
OOMA,2019-01-31,10231000.0,10117000.0,429415000.0,3723000.0,26514000.0,9900000.0,61913000.0,4563000.0,-10000.0,6568000.0,44722000.0,15370000.0,5379000.0,-10000.0,3898000.0,619000.0,-105795000.0,2769000.0,4000.0,78388000.0,15443000.0,1762000.0,33047000.0,45341000.0,138848000.0,2635000.0,27253000.0,29383000.0,24000000.0,-1921000.0,9654000.0,-420000.0,-1050000.0,-4213000.0,-2643000000.0,-913000.0,2667000.0,-3926000.0,-625000.0,-2926000.0,10887000.0,-14572000,-5334000.0,-40000.0,140931000.0,14853000.0,8922000,2886000.0,20476000.0,-14572000.0,-14572000.0,130000,52740000,144317000,129231000,-384000,-10318000.0,-15086000,-15086000,76491000,57674000.0,-14572000,-14956000.0,33903000.0,23427000.0,24000000.0,2428000.0
OOMA,2018-01-31,5453000.0,6079000.0,429415000.0,2858000.0,33829000.0,9900000.0,65124000.0,4732000.0,-84000.0,6568000.0,35786000.0,4483000.0,336000.0,-84000.0,1947000.0,577000.0,-90931000.0,2476000.0,2000.0,73431000.0,15909000.0,1762000.0,37068000.0,36363000.0,128081000.0,1292000.0,47307000.0,29383000.0,24000000.0,-2478000.0,11056000.0,-420000.0,1856000.0,310000.0,-2643000000.0,-913000.0,2271000.0,3173000.0,-625000.0,-2443000.0,493000.0,-13121000,-1519000.0,-525000.0,140931000.0,-2155000.0,2320000,1918000.0,1686000.0,-13121000.0,-13121000.0,603000,46398000,128214000,114490000,0,-10318000.0,-13724000,-13724000,68092000,52488000.0,-13121000,-13121000.0,29328000.0,23427000.0,24000000.0,2428000.0
OOMA,2017-01-31,5857000.0,5830000.0,429415000.0,4714000.0,38166000.0,9900000.0,67256000.0,4176000.0,-11000.0,6568000.0,32957000.0,3990000.0,252000.0,-11000.0,1117000.0,561000.0,-77810000.0,1620000.0,2000.0,73338000.0,15521000.0,1762000.0,39820000.0,33518000.0,117639000.0,537000.0,49211000.0,29383000.0,24000000.0,-1558000.0,9983000.0,-100000.0,895000.0,-426000.0,-2643000000.0,-913000.0,1996000.0,385000.0,-625000.0,-1588000.0,-23423000.0,-12949000,84000.0,-839000.0,140931000.0,-22969000.0,802000,1477000.0,-21411000.0,-12949000.0,-12949000.0,327000,45195000,117800000,104524000,0,-10318000.0,-13276000,-13276000,59329000,48366000.0,-12949000,-12949000.0,24239000.0,23427000.0,24000000.0,2428000.0
FLO,2019-12-28,233011000.0,194515000.0,862778000.0,299530000.0,-32021000.0,3496000.0,553918000.0,1117124000.0,-106020000.0,6568000.0,528143000.0,11044000.0,207787000.0,-332307000.0,545244000.0,179904000.0,947046000.0,33449000.0,199000.0,3177776000.0,70659000.0,2013000.0,1263430000.0,1914346000.0,648492000.0,750207000.0,49211000.0,3730000.0,24000000.0,-103685000.0,57078000.0,-110000.0,-7809000.0,-4774000.0,-159987000.0,3943000.0,134028000.0,366952000.0,-625000.0,-7054000.0,-14262000.0,164538000,27846000.0,-284121000.0,-116970000.0,-97093000.0,-14155000,1477000.0,-21411000.0,164538000.0,164538000.0,-63382000,2155709000,3848509000,4123974000,47545000,-38847000.0,275465000,275465000,1968265000,1548572000.0,164538000,212083000.0,24239000.0,23427000.0,24000000.0,2428000.0
FLO,2018-12-29,242084000.0,187699000.0,974594000.0,291399000.0,-82041000.0,3125000.0,543724000.0,743847000.0,-109171000.0,6568000.0,400339000.0,25306000.0,214533000.0,-340819000.0,545379000.0,196291000.0,945410000.0,17034000.0,199000.0,2845537000.0,32671000.0,1391000.0,1258267000.0,1587270000.0,653477000.0,794929000.0,49211000.0,5000000.0,24000000.0,-99422000.0,13336000.0,-100000.0,-8278000.0,-8424000.0,-150214000.0,-4122000.0,136124000.0,295893000.0,-625000.0,-2489000.0,20177000.0,157160000,-62888000.0,26089000.0,178101000.0,-301805000.0,60863000,1477000.0,-21411000.0,157160000.0,157160000.0,-72663000,2066828000,3682028000,3951852000,40001000,-35686000.0,269824000,269824000,1885024000,1471076000.0,157160000,197161000.0,24239000.0,23427000.0,24000000.0,2428000.0
FLO,2017-12-30,181388000.0,172375000.0,820141000.0,290183000.0,43458000.0,3434000.0,507191000.0,732026000.0,-84559000.0,6568000.0,393951000.0,5129000.0,209854000.0,-320052000.0,464777000.0,194955000.0,919658000.0,17350000.0,199000.0,2659724000.0,33058000.0,1787000.0,1250677000.0,1409047000.0,650872000.0,742442000.0,49211000.0,12095000.0,24000000.0,-75232000.0,-5213000.0,-729000.0,-11762000.0,-7801000.0,-140982000.0,-5328000.0,142619000.0,297389000.0,-625000.0,-2671000.0,-1281000.0,150120000,14486000.0,-263275000.0,-138206000.0,-35395000.0,10840000,1477000.0,-21411000.0,150120000.0,150120000.0,-155075000,2009473000,3616365000,3920733000,-827000,-36557000.0,304368000,304368000,1911260000,1460173000.0,150120000,149293000.0,24239000.0,23427000.0,24000000.0,2428000.0
FLO,2016-12-31,173102000.0,170391000.0,946667000.0,272833000.0,-91462000.0,3490000.0,476842000.0,781026000.0,-83283000.0,6568000.0,340624000.0,6410000.0,198168000.0,-345095000.0,465578000.0,263697000.0,910520000.0,6306000.0,199000.0,2761068000.0,19318000.0,1364000.0,1210080000.0,1550988000.0,644456000.0,835964000.0,49211000.0,11490000.0,24000000.0,-101727000.0,40309000.0,-4380000.0,-7888000.0,-1526000.0,-131073000.0,7346000.0,137569000.0,356562000.0,-625000.0,-126300000.0,-7968000.0,163776000,21541000.0,-287816000.0,-53694000.0,-76714000.0,-519000,1477000.0,-21411000.0,163776000.0,163776000.0,-62700000,2026859000,3614648000,3926885000,85761000,-34905000.0,312237000,312237000,1900026000,1446920000.0,163776000,249537000.0,24239000.0,23427000.0,24000000.0,2428000.0
CRMD,2019-12-31,1024280.0,338465.0,946667000.0,35.0,23646018.0,3490000.0,29349090.0,126820.0,97257.0,6568000.0,5826972.0,16350237.0,198168000.0,97257.0,465578000.0,263697000.0,-195421172.0,229781.0,25665.0,29475910.0,2206.0,1364000.0,23646018.0,5829650.0,218944268.0,835964000.0,49211000.0,11490000.0,24000000.0,-36571.0,2928620.0,1773145.0,10631.0,59285.0,-131073000.0,7346000.0,73286.0,-15052024.0,-2015.0,-126300000.0,-1270136.0,-16433074,-430665.0,25804362.0,-53694000.0,-12020459.0,-1573204,24031217.0,-11983888.0,-43535672.0,-16433074.0,-485976,373234,21291142,283266,-5060778,-787488.0,-21007876,-21007876,-89968,9865005.0,-16433074,-21493852.0,11052903.0,23427000.0,24000000.0,2428000.0
CRMD,2018-12-31,2588977.0,428515.0,946667000.0,10904.0,4933836.0,3490000.0,18665054.0,160860.0,96522.0,6568000.0,7766230.0,17623770.0,198168000.0,96522.0,465578000.0,263697000.0,-178988098.0,179666.0,21775.0,18825914.0,11029.0,1364000.0,4933836.0,13891658.0,183803637.0,835964000.0,49211000.0,11490000.0,24000000.0,-48893.0,1110632.0,-108787.0,51986.0,165679.0,-131073000.0,7346000.0,74218.0,-23700565.0,-7878.0,-126300000.0,7244041.0,-26829630,1020889.0,29397070.0,-53694000.0,1555414.0,705661,22005857.0,1604307.0,-26829630.0,-26829630.0,34566,396786,27293993,429797,0,-1873.0,-26864196,-26864196,33011,8074719.0,-26829630,-26829630.0,18822488.0,23427000.0,24000000.0,2428000.0
CRMD,2017-12-31,1808311.0,594194.0,946667000.0,64148.0,7192931.0,3490000.0,13267651.0,186282.0,98433.0,6568000.0,6260582.0,10379729.0,198168000.0,98433.0,465578000.0,263697000.0,-152174866.0,258205.0,71414.0,13453933.0,88404.0,1364000.0,7192931.0,6260582.0,159197950.0,835964000.0,49211000.0,11490000.0,24000000.0,-151988.0,1509278.0,-108787.0,-47599.0,-100461.0,-131073000.0,7346000.0,36886.0,-28587180.0,19584.0,-126300000.0,2315239.0,-33009914,2892415.0,20524997.0,-53694000.0,10357838.0,132215,18647821.0,10509826.0,-33009914.0,-33009914.0,-85804,114964,33253437,329327,0,-5619.0,-32924110,-32924110,214363,8652351.0,-33009914,-33009914.0,24486122.0,23427000.0,24000000.0,2428000.0
CRMD,2016-12-31,1645298.0,166733.0,946667000.0,12014.0,17814076.0,3490000.0,21831691.0,69695.0,81186.0,6568000.0,4091860.0,8064490.0,198168000.0,81186.0,465578000.0,263697000.0,-119164952.0,1115477.0,40433.0,21906386.0,104210.0,1364000.0,17814076.0,4091860.0,136857409.0,835964000.0,49211000.0,11490000.0,24000000.0,-58723.0,1465157.0,-108787.0,307774.0,79836.0,-131073000.0,7346000.0,25596.0,-22265395.0,245.0,-126300000.0,-3752928.0,-24643627,616371.0,7092452.0,-53694000.0,11419770.0,-116502,7092452.0,11478493.0,-24643627.0,-24643627.0,117291,366673,24985023,224105,0,-1311.0,-24760918,-24760918,-142568,8883050.0,-24643627,-24643627.0,15735300.0,23427000.0,24000000.0,2428000.0
AOS,2019-12-31,509600000.0,303000000.0,277200000.0,589500000.0,782400000.0,3490000.0,1500400000.0,592300000.0,-348300000.0,6568000.0,766500000.0,374000000.0,80900000.0,-1461000000.0,546000000.0,308800000.0,2323400000.0,56500000.0,295400000.0,3058000000.0,43300000.0,1364000.0,1666800000.0,1391200000.0,509000000.0,338400000.0,177400000.0,11490000.0,24000000.0,-64400000.0,13300000.0,-1500000.0,62400000.0,6300000.0,-149200000.0,7346000.0,78300000.0,456200000.0,245.0,-287700000.0,114300000.0,370000000,-28600000.0,-375800000.0,62600000.0,33900000.0,-35400000,7092452.0,205300000.0,370000000.0,370000000.0,12400000,1812000000,2533000000,2992700000,102100000,-11000000.0,459700000,459700000,1180700000,721000000.0,370000000,472100000.0,15735300.0,23427000.0,24000000.0,2428000.0
AOS,2018-12-31,543800000.0,304700000.0,221400000.0,647300000.0,910900000.0,3490000.0,1638500000.0,540000000.0,-350800000.0,6568000.0,785300000.0,259700000.0,86900000.0,-1178000000.0,513000000.0,347800000.0,2102800000.0,41500000.0,295500000.0,3071500000.0,43200000.0,1364000.0,1717000000.0,1354500000.0,496700000.0,293100000.0,385300000.0,11490000.0,24000000.0,-85200000.0,10100000.0,-2300000.0,-54600000.0,-7700000.0,-130100000.0,7346000.0,71900000.0,448900000.0,245.0,-202600000.0,-86900000.0,444200000,-30800000.0,-523100000.0,-189000000.0,-12700000.0,8800000,7092452.0,72500000.0,444200000.0,444200000.0,7500000,1882400000,2637600000,3187900000,113600000,-8400000.0,550300000,550300000,1305500000,755200000.0,444200000,557800000.0,15735300.0,23427000.0,24000000.0,2428000.0
AOS,2017-12-31,535000000.0,297000000.0,402900000.0,592700000.0,819500000.0,3490000.0,1766900000.0,528900000.0,-299500000.0,6568000.0,793800000.0,346600000.0,76200000.0,-926000000.0,516700000.0,355800000.0,1788700000.0,57200000.0,295700000.0,3197400000.0,46300000.0,1364000.0,1644900000.0,1552500000.0,486500000.0,308700000.0,473400000.0,11490000.0,24000000.0,-94200000.0,91700000.0,-2600000.0,-75800000.0,-37500000.0,-96900000.0,7346000.0,70100000.0,326400000.0,245.0,-139100000.0,16200000.0,296500000,-900000.0,-152100000.0,86500000.0,-158100000.0,-5100000,7092452.0,-20800000.0,296500000.0,296500000.0,12100000,1764300000,2488000000,2996700000,224300000,-10100000.0,508700000,508700000,1232400000,723700000.0,296500000,520800000.0,15735300.0,23427000.0,24000000.0,2428000.0
AOS,2016-12-31,528600000.0,251100000.0,316400000.0,518700000.0,715500000.0,3490000.0,1562000000.0,461900000.0,-363200000.0,6568000.0,765600000.0,330400000.0,67300000.0,-851300000.0,491500000.0,293700000.0,1593000000.0,37600000.0,296000000.0,2891000000.0,46800000.0,1364000.0,1515300000.0,1375700000.0,477600000.0,308300000.0,424200000.0,11490000.0,24000000.0,-80700000.0,9400000.0,-2600000.0,-15100000.0,-23400000.0,-84200000.0,7346000.0,65100000.0,446600000.0,245.0,-135200000.0,6800000.0,326500000,-20100000.0,-139600000.0,74100000.0,-300200000.0,101500000,7092452.0,-128700000.0,326500000.0,326500000.0,2100000,1571700000,2225500000,2685900000,136000000,-7300000.0,460400000,460400000,1114200000,653800000.0,326500000,462500000.0,15735300.0,23427000.0,24000000.0,2428000.0
PLYM,2019-12-31,33903000.0,251100000.0,397458000.0,518700000.0,50909000.0,3490000.0,22398000.0,594015000.0,-363200000.0,6568000.0,34356000.0,10465000.0,11980000.0,-851300000.0,491500000.0,8554000.0,-148403000.0,11933000.0,141000.0,685481000.0,46800000.0,1364000.0,107997000.0,442056000.0,256259000.0,57088000.0,424200000.0,11490000.0,6767000.0,-80700000.0,-1428000.0,-2233000.0,-15100000.0,-23400000.0,-19930000.0,7346000.0,35893000.0,27717000.0,245.0,-135200000.0,7437000.0,-10420000,-7729000.0,180187000.0,48832000.0,-200467000.0,10371000,153518000.0,-128700000.0,-24523000.0,-11938000.0,-15129000,27237000,72099000,75290000,0,-14948000.0,3191000,3191000,48053000,7481000.0,-10420000,-11938000.0,15735300.0,23427000.0,6767000.0,2428000.0
PLYM,2018-12-31,21806000.0,251100000.0,317180000.0,518700000.0,-49547000.0,3490000.0,14961000.0,411331000.0,-363200000.0,6568000.0,21806000.0,5394000.0,5931000.0,-851300000.0,491500000.0,7257000.0,-137983000.0,9567000.0,49000.0,470163000.0,46800000.0,1364000.0,-11607000.0,346243000.0,126327000.0,37940000.0,424200000.0,11490000.0,14467000.0,-80700000.0,1691000.0,-2566000.0,-15100000.0,-23400000.0,-11083000.0,7346000.0,25484000.0,14867000.0,245.0,-135200000.0,-4202000.0,-18716000,-1447000.0,122854000.0,51944000.0,-141923000.0,5717000,17843000.0,-128700000.0,-23216000.0,-21175000.0,-20075000,17449000,50317000,49217000,0,-15734000.0,-1100000,-1100000,31768000,6080000.0,-18716000,-21175000.0,15735300.0,23427000.0,14467000.0,2428000.0
PLYM,2017-12-31,15755000.0,251100000.0,245632000.0,518700000.0,-23523000.0,3490000.0,19163000.0,278389000.0,-363200000.0,6568000.0,17112000.0,12915000.0,4782000.0,-851300000.0,491500000.0,7067000.0,-119213000.0,6248000.0,39000.0,329953000.0,46800000.0,1364000.0,4096000.0,269811000.0,123270000.0,27619000.0,424200000.0,11490000.0,7115000.0,-80700000.0,-2888000.0,-28158000.0,-15100000.0,-23400000.0,-1755000.0,7346000.0,13575000.0,8104000.0,245.0,-135200000.0,8962000.0,-8707000,-2708000.0,172702000.0,101125000.0,-171844000.0,8832000,52559000.0,-128700000.0,-9558000.0,-14027000.0,-11453000,8205000,27392000,24818000,0,-11581000.0,-2574000,-2574000,16613000,5189000.0,-8707000,-14027000.0,15735300.0,23427000.0,7115000.0,2428000.0
PLYM,2016-12-31,5088000.0,251100000.0,145315000.0,518700000.0,-108559000.0,3490000.0,10201000.0,123059000.0,-363200000.0,6568000.0,36338000.0,941000.0,1953000.0,-851300000.0,491500000.0,1669000.0,-110506000.0,9260000.0,3000.0,145746000.0,46800000.0,1364000.0,-98026000.0,183322000.0,12477000.0,10533000.0,424200000.0,11490000.0,60450000.0,-80700000.0,28026000.0,-3898000.0,-15100000.0,-23400000.0,-1755000.0,7346000.0,11319000.0,220000.0,245.0,-135200000.0,243000.0,-36987000,-2312000.0,1655000.0,5553000.0,-1632000.0,174000,52559000.0,-128700000.0,-36987000.0,-39288000.0,-37866000,5927000,21310000,19888000,0,-40679000.0,-1422000,-1422000,13961000,3709000.0,-36987000,-39288000.0,15735300.0,23427000.0,60450000.0,2428000.0
SNN,2019-12-31,941000000.0,1614000000.0,1851000000.0,1227000000.0,785000000.0,110000000.0,3219000000.0,1323000000.0,-306000000.0,150000000.0,1564000000.0,277000000.0,291000000.0,-495000000.0,2789000000.0,619000000.0,4849000000.0,26000000.0,177000000.0,9299000000.0,551000000.0,1364000.0,5141000000.0,4158000000.0,610000000.0,1567000000.0,424200000.0,6000000.0,60450000.0,-408000000.0,49000000.0,-2000000.0,30000000.0,-204000000.0,-318000000.0,7346000.0,453000000.0,1168000000.0,245.0,-63000000.0,-76000000.0,600000000,-4000000.0,7000000.0,379000000.0,-1251000000.0,201000000,11000000.0,26000000.0,600000000.0,600000000.0,-212000000,1331000000,4183000000,5138000000,143000000,-65000000.0,955000000,955000000,3807000000,2560000000.0,600000000,743000000.0,292000000.0,23427000.0,60450000.0,2428000.0
SNN,2018-12-31,854000000.0,1395000000.0,1301000000.0,1211000000.0,1327000000.0,139000000.0,3077000000.0,1062000000.0,-322000000.0,126000000.0,1465000000.0,365000000.0,234000000.0,-536000000.0,2337000000.0,419000000.0,4625000000.0,37000000.0,177000000.0,8059000000.0,444000000.0,1364000.0,4874000000.0,3185000000.0,608000000.0,1210000000.0,424200000.0,135000000.0,60450000.0,-347000000.0,65000000.0,-8000000.0,-108000000.0,-152000000.0,-321000000.0,7346000.0,384000000.0,931000000.0,245.0,-48000000.0,178000000.0,663000000,-35000000.0,-371000000.0,-7000000.0,-378000000.0,71000000,13000000.0,-2000000.0,663000000.0,663000000.0,-183000000,1298000000,3940000000,4904000000,118000000,-59000000.0,964000000,964000000,3606000000,2396000000.0,663000000,781000000.0,246000000.0,23427000.0,60450000.0,2428000.0
